{i}, {x_center}, {y_center}, {width}, {height}, {confidence_i_found_a_thing}, {confidence_its_a_face},
361, 50.56103, 58.88338, 67.45853, 74.14687, 82.41118, 90.14494,
362, 98.49744, 105.5492, 120.1499, 128.8039, 132.6046, 138.9627,
363, 145.6965, 155.3357, 162.3341, 177.6524, 183.2519, 183.86,
364, 195.1292, 202.5439, 212.4135, 224.0092, 231.0462, 236.1261,
365, 242.7862, 251.8219, 258.8462, 267.0237, 274.6294, 283.1023,
366, 291.7145, 299.03, 305.6449, 313.7955, 322.7026, 329.929,
367, 339.9876, 346.527, 357.2764, 366.1996, 373.6322, 377.741,
368, 386.6874, 393.8557, 399.6536, 408.2058, 418.3004, 426.7319,
369, 436.4036, 444.5906, 454.1236, 461.7962, 470.3637, 477.8572,
370, 484.2747, 496.1353, 502.6013, 512.8883, 519.5189, 525.1624,
371, 531.1423, 540.0392, 548.7549, 559.9205, 566.1162, 568.0948,
372, 576.9788, 588.6041, 595.9164, 605.344, 611.3737, 619.5515,
373, 628.5735, 636.458, 2.054906, 13.00051, 17.93968, 26.27169,
374, 35.22892, 44.25161, 51.45665, 59.47353, 68.17136, 73.72983,
375, 82.67393, 89.65746, 97.02183, 104.1731, 118.1392, 129.6306,
376, 133.5043, 140.9446, 144.4753, 152.5949, 163.1215, 176.6729,
377, 183.0625, 185.2438, 193.587, 204.2738, 211.2982, 222.5967,
378, 231.35, 236.3581, 242.9414, 250.9409, 258.7753, 266.4555,
379, 274.2725, 282.2957, 291.2508, 299.2271, 305.6767, 314.3698,
380, 321.681, 328.5497, 339.9308, 348.4041, 358.2035, 367.5004,
381, 374.477, 378.2133, 386.0235, 394.2083, 400.2731, 408.5891,
382, 418.0883, 426.644, 436.2863, 444.454, 453.7528, 461.0424,
383, 469.2942, 477.4348, 483.323, 495.0858, 501.7285, 511.6387,
384, 517.9748, 525.3386, 530.5189, 538.895, 546.993, 558.4172,
385, 567.0581, 567.3824, 577.4172, 587.964, 595.9078, 603.5826,
386, 610.532, 619.9166, 629.0616, 637.5818, 2.538437, 13.41496,
387, 17.90215, 25.44443, 34.24286, 43.51777, 51.05756, 58.24181,
388, 67.09492, 73.38048, 82.02551, 88.91921, 96.97447, 104.8426,
389, 116.7581, 125.8116, 131.4945, 141.1959, 145.6976, 154.0566,
390, 163.3833, 173.5093, 181.7823, 188.1527, 199.091, 205.167,
391, 208.9118, 221.079, 231.8771, 238.6739, 244.6231, 251.5903,
392, 260.5575, 266.4869, 273.7768, 282.4837, 291.555, 299.1366,
393, 305.8843, 314.8928, 321.7352, 327.9244, 339.7504, 347.2719,
394, 358.8998, 367.8165, 374.2463, 379.6973, 386.3289, 394.0234,
395, 400.2521, 408.4875, 417.7837, 426.3884, 436.1306, 444.4402,
396, 453.5381, 460.9849, 469.3107, 478.0989, 483.8535, 495.2063,
397, 503.08, 511.698, 518.2874, 524.8741, 531.5321, 538.6216,
398, 546.8569, 557.6583, 565.6855, 569.259, 583.6072, 588.3881,
399, 594.9424, 601.8629, 611.8477, 621.0734, 628.7238, 637.9035,
400, 2.354139, 12.58649, 17.73389, 26.01771, 34.75604, 43.5701,
401, 50.86842, 58.81676, 67.32109, 73.6059, 81.68856, 89.02839,
402, 96.92971, 104.2029, 117.1937, 123.5196, 130.3822, 140.567,
403, 146.2535, 156.022, 164.0257, 172.1534, 183.5224, 188.7762,
404, 195.1658, 204.7795, 209.3726, 219.6986, 231.7491, 238.9342,
405, 243.4116, 250.6432, 261.6788, 266.3014, 272.9686, 281.7032,
406, 290.6597, 298.529, 305.9406, 314.6961, 322.3841, 328.6177,
407, 340.5086, 348.6421, 356.3375, 369.0855, 374.6561, 379.83,
408, 386.0661, 393.8802, 400.8279, 408.7512, 417.9025, 426.5256,
409, 435.9918, 444.2296, 452.9934, 460.3262, 468.2861, 476.5681,
410, 482.9832, 494.3151, 502.3105, 511.4258, 517.0966, 523.4707,
411, 532.2936, 537.8468, 547.9445, 557.3693, 563.834, 572.3192,
412, 585.2681, 592.7651, 594.8112, 597.7527, 611.3404, 620.2029,
413, 629.8369, 637.9258, 2.845294, 12.13081, 17.15484, 25.48742,
414, 34.30628, 43.69669, 50.9793, 60.32276, 67.64534, 73.97633,
415, 82.5028, 89.59618, 96.83026, 103.9171, 116.4016, 122.9122,
416, 131.3284, 140.1366, 145.8293, 155.9087, 164.9304, 173.8209,
417, 185.833, 188.5632, 190.7883, 204.4153, 211.5328, 218.6789,
418, 229.919, 238.0922, 243.4215, 251.7043, 261.2981, 266.3836,
419, 272.1245, 281.6507, 291.0549, 299.4965, 306.4779, 314.782,
420, 322.5558, 329.3567, 340.6903, 349.2987, 352.2825, 369.674,
421, 375.4978, 379.4349, 385.6052, 393.6906, 400.9593, 408.7853,
422, 417.9943, 426.4913, 436.5728, 444.6147, 453.1626, 460.6701,
423, 468.5193, 477.4167, 484.4027, 494.7373, 502.3574, 511.7114,
424, 516.5528, 522.4394, 532.4519, 539.0278, 548.2593, 556.5817,
425, 564.5944, 572.4182, 583.1602, 591.3909, 595.2784, 599.9552,
426, 610.433, 618.9584, 631.0815, 637.6572, 3.444158, 12.21117,
427, 17.15001, 25.77072, 34.06515, 42.9383, 50.71132, 60.85455,
428, 68.29977, 74.4131, 82.63404, 89.90217, 98.27431, 104.034,
429, 112.7813, 122.5282, 131.6222, 140.8366, 146.7495, 155.8201,
430, 163.1022, 173.7265, 183.4541, 189.1105, 196.9945, 206.2712,
431, 209.3818, 218.4877, 227.1774, 235.8678, 246.202, 254.2015,
432, 260.0261, 265.5883, 273.4656, 284.0026, 291.6928, 301.2079,
433, 308.2274, 316.7914, 325.2853, 332.6442, 340.9053, 349.0365,
434, 355.294, 366.3169, 375.4091, 379.7028, 386.2658, 393.8947,
435, 401.2458, 409.0152, 418.7137, 427.6278, 437.4038, 445.5258,
436, 454.2543, 461.5664, 468.9805, 477.1847, 484.2007, 495.2541,
437, 501.5024, 511.1441, 516.4101, 522.9467, 532.3519, 539.3684,
438, 547.9401, 556.5417, 564.062, 572.1826, 579.5193, 587.6555,
439, 593.8956, 602.4254, 611.5707, 619.7589, 630.0234, 636.5107,
440, 3.520001, 11.76678, 16.86033, 25.95516, 33.92088, 42.44281,
441, 50.11119, 60.92957, 68.56087, 74.34373, 81.76393, 89.74745,
442, 98.82935, 103.933, 113.5766, 122.9668, 130.6916, 141.1477,
443, 148.0436, 156.9318, 163.6472, 176.6282, 182.6088, 188.841,
444, 192.7599, 204.6955, 209.8802, 220.4969, 229.1871, 233.3576,
445, 244.3116, 254.4048, 259.5563, 264.8964, 277.047, 285.5658,
446, 289.498, 301.5559, 309.1598, 315.4268, 327.0124, 333.3553,
447, 340.1039, 348.2272, 355.6774, 362.2897, 375.8464, 381.0723,
448, 386.7734, 394.2893, 401.6766, 408.4444, 418.6661, 427.9326,
449, 437.4901, 445.4237, 454.3456, 461.8605, 469.3885, 478.151,
450, 484.9685, 495.0662, 502.6023, 510.4011, 517.7108, 524.9941,
451, 532.144, 539.2469, 547.671, 555.7325, 562.6287, 570.9301,
452, 578.2651, 586.6009, 593.7507, 603.1421, 611.9985, 620.183,
453, 628.1064, 636.2246, 3.58639, 11.69579, 16.95646, 26.20038,
454, 34.41206, 42.82657, 50.63358, 61.49509, 69.36021, 74.96466,
455, 81.8479, 89.66011, 98.80999, 104.442, 114.1846, 122.7663,
456, 129.7966, 140.2546, 147.4224, 155.5128, 163.788, 176.8998,
457, 183.1684, 187.8947, 193.4953, 204.5032, 211.586, 219.5916,
458, 228.6318, 236.6144, 243.4548, 250.686, 260.293, 264.9787,
459, 277.4293, 285.5917, 292.6837, 301.6891, 309.7858, 315.5262,
460, 327.131, 333.0761, 340.1162, 349.3899, 356.3042, 361.6147,
461, 375.3054, 382.4241, 385.6082, 394.7912, 402.672, 408.8796,
462, 418.4381, 427.5602, 436.8972, 445.0539, 453.9267, 461.1299,
463, 468.7972, 477.4447, 483.9099, 493.511, 501.7582, 510.7967,
464, 516.7305, 525.439, 533.5455, 540.429, 547.4752, 554.8954,
465, 561.9636, 570.0491, 577.2643, 585.77, 593.9522, 602.7182,
466, 611.8029, 620.4861, 628.525, 636.3442, 3.627202, 11.667,
467, 16.86761, 26.21115, 34.427, 42.65681, 50.57724, 60.96847,
468, 68.60994, 74.30988, 81.79768, 89.27637, 97.75871, 104.6937,
469, 114.7265, 123.5538, 131.8026, 140.9585, 148.1729, 155.6725,
470, 162.9806, 176.1701, 180.8706, 184.8397, 194.0778, 203.0398,
471, 210.7962, 219.9976, 227.2893, 236.242, 245.1904, 250.3161,
472, 260.6069, 265.4724, 276.1727, 285.8694, 294.5822, 299.6784,
473, 309.8288, 316.0054, 327.2698, 332.7314, 339.7732, 349.0201,
474, 356.3911, 362.5592, 372.8764, 383.0393, 386.3586, 395.2604,
475, 402.8466, 410.0616, 419.8112, 428.5153, 437.5858, 445.3322,
476, 454.461, 462.0396, 469.5656, 477.8835, 484.2893, 493.3647,
477, 500.6071, 510.3296, 515.9769, 524.4553, 533.2465, 540.1433,
478, 547.1475, 553.8534, 561.3178, 569.6226, 577.0414, 586.003,
479, 594.111, 602.0836, 610.7925, 619.6725, 628.2321, 636.0824,
480, 3.901283, 12.54964, 17.35085, 25.76834, 34.42023, 42.11888,
481, 49.49126, 59.06021, 66.83648, 72.70975, 81.79304, 90.07425,
482, 98.77309, 106.2511, 115.8508, 123.7167, 130.4296, 139.0675,
483, 147.9407, 158.4607, 163.9087, 174.0377, 180.3008, 186.2687,
484, 195.6919, 204.3644, 211.8683, 221.2334, 228.252, 235.573,
485, 246.4315, 252.2044, 258.3643, 265.2845, 275.0266, 284.6049,
486, 291.8772, 300.3775, 309.2976, 315.8767, 325.0077, 330.5597,
487, 338.8569, 348.3858, 356.5597, 363.4495, 372.5023, 382.1169,
488, 387.7187, 396.7066, 402.6046, 409.2002, 417.9697, 425.9683,
489, 434.5492, 442.2628, 453.1503, 460.6892, 469.3025, 477.3724,
490, 484.4796, 493.6652, 501.2728, 511.0181, 516.3724, 525.2612,
491, 531.9863, 540.1631, 547.613, 553.8871, 561.6511, 570.0389,
492, 577.4928, 586.0881, 594.2433, 602.5914, 611.0156, 620.1066,
493, 628.6412, 636.0693, 3.922715, 12.78035, 17.98357, 25.43891,
494, 33.75663, 41.60372, 48.43996, 57.76722, 65.1961, 73.1022,
495, 82.603, 90.31733, 99.47223, 107.3705, 116.1435, 124.7171,
496, 131.7744, 138.0959, 148.785, 160.4704, 164.6493, 171.186,
497, 178.616, 186.4024, 194.2667, 201.9136, 210.0077, 221.5853,
498, 228.4302, 236.0599, 247.3284, 253.259, 257.5341, 264.7127,
499, 276.5855, 284.5086, 291.518, 301.3218, 311.2219, 316.4353,
500, 324.4635, 331.0208, 341.6972, 349.7459, 357.9386, 365.4657,
501, 372.2491, 380.2625, 388.2045, 396.9336, 403.1943, 408.5113,
502, 417.1829, 425.5563, 434.2429, 441.9051, 452.0355, 460.2434,
503, 469.0943, 477.3378, 484.7189, 493.3291, 501.2449, 510.9532,
504, 516.1447, 525.3487, 531.6877, 539.5746, 546.9805, 553.3694,
505, 561.3411, 569.3176, 577.1469, 585.8025, 593.863, 602.1061,
506, 610.5072, 619.9593, 627.9721, 635.9634, 3.974216, 12.66773,
507, 18.3416, 26.22344, 33.20206, 40.91843, 48.16567, 57.9897,
508, 66.61962, 75.70284, 85.48106, 91.23705, 99.07228, 108.8246,
509, 116.7537, 127.8883, 133.1631, 135.8481, 150.1119, 158.7034,
510, 165.6921, 171.6928, 178.7454, 187.2881, 194.5256, 201.4163,
511, 209.6722, 221.8518, 227.3253, 235.4353, 246.01, 250.209,
512, 257.7831, 264.6075, 276.6044, 284.3135, 291.3461, 301.4734,
513, 310.6187, 313.7802, 323.8007, 331.9175, 342.6501, 351.234,
514, 357.5279, 363.9312, 371.9214, 379.3127, 387.7191, 396.2619,
515, 403.2307, 408.6405, 416.8987, 424.9464, 433.4219, 440.6297,
516, 450.5318, 458.6949, 467.2244, 475.9269, 483.9977, 493.0132,
517, 501.369, 510.9039, 516.6788, 525.7069, 532.1382, 539.4438,
518, 546.9766, 553.8027, 561.4968, 569.3575, 577.691, 585.9911,
519, 594.0244, 602.5053, 611.3097, 620.4108, 628.46, 636.2722,
520, 3.609053, 12.14261, 18.1712, 26.9479, 34.24759, 42.42387,
521, 50.23104, 59.07586, 68.37999, 80.70179, 87.98994, 91.46806,
522, 95.60567, 109.1827, 116.9026, 127.3681, 131.6931, 140.6663,
523, 151.7721, 155.6184, 164.1728, 170.066, 178.1561, 186.6944,
524, 192.8037, 200.0495, 207.6948, 219.9104, 227.8526, 235.1639,
525, 242.823, 250.0975, 262.2527, 264.0724, 275.8825, 285.026,
526, 293.5514, 302.4518, 310.201, 314.3922, 323.4534, 332.4113,
527, 342.5594, 351.801, 356.826, 362.6585, 372.4182, 379.4387,
528, 390.2964, 396.6455, 404.9081, 411.1481, 418.953, 425.9164,
529, 433.2967, 442.261, 451.9527, 459.3285, 467.2873, 476.1314,
530, 484.1338, 493.0045, 501.2609, 510.2145, 516.6252, 525.5527,
531, 531.0827, 538.426, 546.5289, 553.5393, 561.3622, 569.1227,
532, 577.7021, 585.7557, 593.5229, 602.2072, 610.8808, 619.7174,
533, 627.6176, 636.335, 3.275931, 12.19397, 18.47739, 27.98615,
534, 35.10027, 44.26649, 52.70467, 60.76424, 70.20229, 79.94482,
535, 86.44818, 88.09806, 100.4351, 108.5131, 116.0746, 126.6152,
536, 131.2177, 138.7405, 152.767, 155.9227, 164.7762, 169.9583,
537, 178.9645, 185.4918, 191.9009, 199.576, 208.167, 221.1523,
538, 229.5621, 237.1556, 241.4677, 250.1839, 263.7412, 265.7217,
539, 275.0682, 284.4055, 293.0759, 301.2648, 311.1696, 314.8584,
540, 322.0621, 332.6334, 339.2684, 351.2156, 358.1705, 363.6723,
541, 372.5723, 379.2772, 392.0949, 396.6607, 403.9309, 411.7563,
542, 420.4644, 428.1118, 433.5598, 443.1254, 450.2497, 457.3989,
543, 466.0408, 473.8654, 481.7062, 489.9061, 499.3512, 507.9291,
544, 516.194, 525.2081, 531.3805, 538.7556, 546.9269, 554.4407,
545, 562.0024, 569.6064, 577.8818, 586.3138, 594.2132, 602.9586,
546, 611.5909, 620.1572, 628.2051, 636.7772, 2.239944, 12.99924,
547, 20.01258, 28.37613, 36.18991, 44.33216, 52.50069, 61.56019,
548, 70.22034, 74.60034, 85.59068, 89.86445, 103.5838, 108.5905,
549, 115.2063, 123.0642, 131.0859, 138.8784, 153.9035, 155.2678,
550, 161.792, 170.177, 178.736, 185.06, 192.4338, 198.7386,
551, 207.1549, 218.6164, 226.9172, 235.9606, 240.2493, 250.2654,
552, 264.163, 265.9798, 274.2165, 282.9432, 291.1255, 300.4207,
553, 309.7891, 314.3922, 323.7217, 333.2064, 338.1809, 345.7891,
554, 356.9191, 364.0139, 371.3079, 380.8865, 392.9124, 398.3961,
555, 403.5324, 412.3958, 420.4844, 429.7978, 434.7123, 444.0029,
556, 450.5921, 458.1225, 467.5168, 475.1236, 483.6224, 490.724,
557, 500.3027, 507.7528, 515.6066, 524.0941, 529.8622, 537.8163,
558, 546.0165, 554.1695, 561.9908, 569.7964, 577.7365, 586.3023,
559, 594.2408, 603.0871, 611.8135, 620.513, 628.455, 637.14,
560, 1.73669, 11.88469, 21.04363, 30.71885, 38.48829, 44.63271,
561, 50.98083, 60.49686, 68.5295, 76.29689, 84.61921, 92.64567,
562, 98.90183, 107.8813, 115.465, 122.0513, 131.6304, 138.0414,
563, 152.5878, 156.6119, 163.8094, 172.5522, 177.9075, 184.799,
564, 193.14, 200.2535, 209.0609, 216.8582, 226.2323, 237.8914,
565, 241.4607, 253.6503, 263.3183, 266.6011, 275.1519, 284.606,
566, 291.8213, 300.2811, 309.6097, 317.5017, 326.2039, 333.7102,
567, 336.531, 343.9097, 354.8034, 362.9063, 370.9897, 380.9547,
568, 392.4615, 397.4001, 402.4012, 413.63, 422.3036, 433.2318,
569, 436.53, 445.134, 451.3997, 456.8465, 468.291, 475.8904,
570, 484.9261, 490.0902, 498.3615, 506.9958, 515.6008, 524.1157,
571, 529.9952, 537.7731, 546.6836, 554.4133, 562.411, 570.2627,
572, 578.0135, 587.0357, 595.2883, 603.8576, 612.5809, 620.5588,
573, 628.4305, 637.2262, 1.583361, 10.25969, 21.08625, 31.78223,
574, 38.64513, 45.01529, 49.52513, 59.55022, 67.56494, 76.73442,
575, 85.84818, 94.82005, 96.55053, 108.5615, 117.6594, 123.2427,
576, 131.4415, 139.7791, 149.6799, 155.7654, 165.0273, 172.9976,
577, 179.351, 185.3736, 193.6245, 200.3616, 208.8098, 215.3569,
578, 227.7733, 239.1497, 239.9552, 253.178, 262.7282, 264.5759,
579, 273.1562, 283.5703, 289.8758, 299.0859, 309.2953, 317.8025,
580, 328.6638, 334.0976, 337.7072, 344.2892, 354.7266, 364.118,
581, 373.4177, 380.6368, 389.5794, 395.8755, 403.3769, 415.1312,
582, 421.8543, 432.7255, 438.3298, 446.4804, 452.2605, 456.2507,
583, 473.2546, 476.5584, 483.3023, 492.5103, 498.5536, 505.3638,
584, 515.0366, 525.4301, 530.7166, 537.1974, 546.1251, 554.2107,
585, 562.0282, 570.5106, 578.051, 587.0608, 595.8649, 604.8308,
586, 612.9936, 620.4356, 628.7183, 637.8987, 1.926893, 11.35454,
587, 20.87212, 31.49297, 37.49291, 43.28539, 48.52509, 59.30309,
588, 68.89178, 77.21486, 85.05457, 95.04023, 98.14223, 108.1764,
589, 116.4709, 123.0219, 130.9046, 139.0697, 148.2233, 155.5535,
590, 165.5183, 170.0247, 180.0491, 186.1786, 194.9606, 201.0698,
591, 209.0232, 216.9476, 229.8211, 239.5142, 240.0967, 252.0929,
592, 263.0431, 265.665, 274.8325, 284.6952, 291.68, 299.7397,
593, 308.9086, 318.35, 325.4556, 332.6033, 337.2373, 343.9703,
594, 353.5216, 364.1615, 372.0155, 380.3243, 387.9034, 395.4156,
595, 405.1187, 412.5465, 420.2649, 430.7657, 439.6308, 444.5688,
596, 451.8946, 457.5201, 473.4234, 477.4637, 484.3333, 491.7056,
597, 495.9348, 505.2971, 515.3402, 524.4921, 531.1349, 538.071,
598, 545.7141, 553.6407, 561.2996, 569.7624, 578.1198, 586.5587,
599, 595.0914, 603.4596, 610.9279, 619.1073, 627.1503, 635.6817,
600, 1.915287, 13.17574, 18.84052, 29.35463, 36.2521, 42.44755,
601, 51.97665, 61.62741, 70.01236, 76.45915, 84.45641, 92.14937,
602, 99.41247, 107.4452, 114.8745, 122.1016, 129.9233, 138.1113,
603, 146.6448, 157.2409, 166.4877, 169.3636, 181.3655, 188.2618,
604, 193.3116, 199.5338, 208.3694, 215.6173, 225.8451, 236.2123,
605, 241.3572, 251.735, 259.3943, 263.9756, 273.9599, 283.2741,
606, 290.749, 299.094, 307.7322, 319.1968, 323.164, 330.2949,
607, 336.9309, 345.2465, 354.0727, 363.5823, 371.5095, 379.541,
608, 387.2279, 395.7878, 405.7765, 412.5932, 418.9565, 430.0836,
609, 440.6003, 444.2474, 450.8188, 458.1116, 470.2164, 479.7892,
610, 485.6557, 491.2525, 495.6938, 504.3627, 516.1372, 525.2167,
611, 532.0986, 539.2401, 546.3656, 553.6335, 561.1969, 570.0605,
612, 578.5182, 586.5818, 594.6345, 603.1068, 610.8361, 620.0184,
613, 628.5367, 634.7742, 3.086736, 13.24842, 17.43052, 27.50488,
614, 35.74202, 43.88123, 54.87085, 61.26984, 68.86391, 76.93478,
615, 84.44352, 91.55939, 99.47499, 107.7686, 114.6155, 121.9143,
616, 129.8373, 138.1751, 147.1595, 156.5777, 165.4605, 169.7791,
617, 181.9566, 188.4336, 194.9229, 200.9955, 209.379, 217.6133,
618, 225.0055, 236.3945, 245.178, 252.9416, 258.5302, 265.2126,
619, 274.2634, 284.2943, 292.0607, 299.818, 308.2888, 319.323,
620, 325.1719, 331.5046, 338.0416, 346.6858, 355.1442, 362.9612,
621, 372.1147, 380.2577, 387.387, 394.7863, 404.1184, 411.4016,
622, 420.5616, 428.8873, 438.9969, 445.9084, 453.6556, 459.1193,
623, 468.2864, 479.8379, 484.0552, 488.7411, 497.3208, 505.5871,
624, 515.532, 525.032, 532.0271, 539.1225, 546.2941, 553.4979,
625, 561.292, 570.1001, 578.2722, 586.2579, 593.219, 601.8873,
626, 610.6744, 620.7029, 631.4679, 635.1014, 2.603643, 12.57597,
627, 16.77098, 25.75548, 34.48718, 44.42593, 56.10323, 63.30327,
628, 65.11507, 75.48058, 84.31478, 90.47868, 98.18729, 107.2055,
629, 114.4318, 121.4269, 129.2716, 137.7549, 146.9982, 155.0915,
630, 166.9314, 170.7059, 179.7272, 187.3109, 193.4501, 201.519,
631, 209.9196, 216.8929, 224.8217, 235.7668, 244.8611, 252.6616,
632, 256.9559, 266.3026, 275.2174, 284.6107, 292.8067, 300.5475,
633, 310.4397, 319.0419, 325.3375, 332.1801, 337.5233, 348.2391,
634, 355.9654, 363.014, 370.588, 379.1174, 386.3095, 394.1658,
635, 402.7413, 410.8843, 421.537, 427.366, 437.534, 445.4206,
636, 457.2925, 459.7487, 462.3493, 476.8875, 483.7958, 490.6776,
637, 498.2942, 507.2474, 517.4824, 525.58, 531.6131, 539.8547,
638, 546.9308, 553.8648, 562.1717, 570.8351, 578.7234, 586.2888,
639, 594.3235, 602.0257, 611.1756, 620.5317, 632.5851, 634.637,
640, 1.888896, 12.04847, 17.18646, 26.59718, 35.08332, 45.21853,
641, 55.74128, 63.85434, 68.32378, 75.00788, 83.29764, 90.35472,
642, 98.64561, 107.201, 114.759, 121.5971, 129.5099, 138.393,
643, 147.8067, 155.2202, 167.9423, 171.5918, 179.9445, 187.3427,
644, 193.3537, 201.8969, 209.9751, 216.5775, 225.8758, 236.1816,
645, 243.9274, 252.0433, 257.3304, 265.7809, 273.3838, 282.4546,
646, 290.3251, 299.252, 308.1246, 316.5798, 330.0245, 331.5289,
647, 336.2127, 349.6924, 357.8786, 363.9476, 370.2088, 379.6512,
648, 386.7633, 394.6823, 403.0083, 412.3235, 420.8649, 427.8228,
649, 436.2004, 443.1844, 454.6519, 460.2112, 464.9048, 475.8142,
650, 484.0471, 493.6712, 499.739, 504.2762, 516.1201, 525.1042,
651, 530.4896, 539.131, 546.3923, 554.7652, 563.6573, 571.4006,
652, 580.2553, 588.5259, 596.7552, 603.56, 613.2074, 621.8806,
653, 632.2372, 636.5279, 2.22076, 12.31721, 18.37526, 27.10444,
654, 35.44095, 46.05419, 54.65409, 62.89841, 69.17963, 73.31023,
655, 81.39561, 89.29727, 97.70622, 106.1938, 113.9365, 120.5731,
656, 128.3099, 137.4081, 146.8737, 154.0295, 165.4996, 171.9152,
657, 181.1325, 186.5924, 193.5644, 203.7488, 210.9027, 218.3633,
658, 226.6722, 238.1931, 245.0488, 253.7751, 258.8145, 266.9241,
659, 274.9136, 283.7403, 290.9602, 299.7813, 307.8701, 319.1386,
660, 325.3768, 333.1351, 338.8849, 349.6264, 357.9635, 365.6833,
661, 370.0123, 378.9981, 387.2507, 394.7053, 402.5562, 411.362,
662, 419.3273, 427.2989, 435.8553, 442.8762, 450.347, 458.4658,
663, 466.5327, 474.1911, 482.611, 491.8952, 501.2161, 506.2695,
664, 517.2874, 524.3262, 530.91, 538.298, 547.1401, 556.5276,
665, 564.9716, 572.3543, 581.7172, 587.6151, 595.6407, 601.1561,
666, 612.4141, 620.5981, 629.1239, 637.778, 2.93047, 12.01155,
667, 18.93524, 25.67857, 34.73459, 43.9601, 52.96144, 61.15008,
668, 69.72158, 73.75828, 81.23065, 89.96989, 98.34753, 107.4166,
669, 115.1481, 121.8472, 129.576, 138.5784, 147.3258, 154.5772,
670, 165.4597, 172.9567, 181.7557, 186.4717, 193.972, 203.5479,
671, 210.2099, 218.2742, 225.9595, 237.669, 243.8077, 253.51,
672, 256.8061, 264.5243, 272.925, 281.6091, 288.8448, 299.2179,
673, 310.035, 318.4429, 325.5084, 332.4565, 339.1656, 348.2996,
674, 355.9298, 366.1017, 370.9543, 379.77, 388.7585, 394.8326,
675, 403.593, 411.5566, 418.3516, 426.7886, 436.9047, 444.2602,
676, 450.4253, 458.9502, 467.0127, 474.423, 482.4089, 492.2665,
677, 501.3203, 504.1306, 516.6716, 522.1287, 531.5159, 539.7039,
678, 549.3843, 554.7892, 564.4927, 571.4902, 582.7632, 587.8557,
679, 596.1505, 603.1875, 613.3279, 621.1658, 629.1239, 638.5292,
680, 3.556144, 10.71279, 18.12829, 25.00125, 34.36894, 43.6045,
681, 51.69688, 60.08802, 69.7637, 73.89716, 80.20177, 89.32442,
682, 97.43056, 106.2711, 114.1107, 121.3935, 129.1665, 138.5097,
683, 146.6479, 154.3282, 165.3803, 174.4731, 183.2163, 188.49,
684, 195.7087, 205.0549, 212.8771, 221.1951, 229.2135, 239.3684,
685, 245.4501, 254.2285, 257.6957, 265.4824, 274.006, 281.8904,
686, 290.1091, 302.3321, 310.7967, 314.6525, 326.5077, 332.0981,
687, 338.4832, 347.5175, 356.0003, 367.0681, 372.6722, 382.194,
688, 389.423, 393.5946, 403.1637, 410.556, 417.5817, 425.7842,
