{i}, {x_center}, {y_center}, {width}, {height}, {confidence_i_found_a_thing}, {confidence_its_a_face},
926, 291.826, 300.9469, 309.6526, 320.1258, 327.9141, 333.6441,
927, 340.9569, 348.8918, 356.7645, 361.196, 370.3919, 378.3137,
928, 386.568, 399.0399, 404.6411, 410.3939, 421.9563, 429.1192,
929, 434.7337, 439.2198, 449.5492, 459.2368, 467.8186, 477.3911,
930, 486.4368, 494.4023, 502.8867, 513.5529, 518.4035, 526.9351,
931, 534.9189, 542.7629, 549.2784, 558.5165, 566.1827, 574.9641,
932, 583.1165, 588.8002, 593.8039, 603.8036, 614.2544, 621.1027,
933, 631.5096, 636.9021, 3.945338, 15.23072, 19.18296, 27.72354,
934, 36.46393, 46.7003, 53.25821, 61.54523, 68.08438, 73.20548,
935, 84.80081, 87.95789, 97.93909, 107.7621, 117.6661, 125.9978,
936, 135.0018, 143.4936, 150.952, 161.9641, 167.8604, 173.7237,
937, 180.6099, 189.1058, 197.4696, 205.2268, 214.2619, 223.4353,
938, 230.8223, 238.3509, 245.9648, 250.2376, 259.2865, 264.0012,
939, 273.5183, 282.2721, 291.6345, 301.7239, 309.7545, 320.8759,
940, 327.1471, 334.5862, 341.6083, 349.0126, 358.3798, 363.6754,
941, 373.3957, 380.577, 387.464, 397.826, 407.0789, 412.7947,
942, 420.8082, 429.7418, 435.0121, 439.0662, 450.704, 460.4774,
943, 468.6422, 478.5162, 487.4634, 495.8159, 503.2035, 513.9833,
944, 519.7811, 528.7866, 535.3143, 543.4339, 548.1949, 557.0554,
945, 565.4328, 573.7354, 580.8892, 587.6648, 595.8256, 606.4145,
946, 614.2777, 622.5651, 629.511, 635.7156, 1.875215, 14.51515,
947, 18.06809, 26.91097, 35.9635, 45.34287, 53.61054, 58.96001,
948, 67.34609, 72.15329, 81.36539, 86.40755, 95.95927, 105.9411,
949, 115.8048, 125.3484, 134.4953, 143.0784, 150.4691, 161.4844,
950, 167.5089, 173.6448, 180.6186, 189.1553, 197.5191, 205.0721,
951, 214.2537, 223.8866, 230.6927, 238.5243, 247.3333, 257.4501,
952, 259.0055, 263.8047, 275.929, 282.3183, 291.3626, 301.2739,
953, 309.0811, 321.0387, 327.0431, 335.0632, 341.8062, 348.6269,
954, 358.0296, 362.7957, 372.9132, 378.0157, 383.9113, 393.9492,
955, 403.7361, 412.7564, 421.5252, 430.0269, 436.0592, 438.894,
956, 450.2267, 459.6175, 468.1962, 477.3766, 486.8381, 494.8084,
957, 502.2604, 512.7123, 517.6689, 526.7679, 535.0991, 542.2823,
958, 547.8295, 556.2983, 563.3022, 570.8531, 578.0206, 586.7103,
959, 595.3134, 605.913, 615.0242, 622.2062, 627.556, 635.6443,
960, 4.730632, 17.3235, 22.40089, 30.75591, 38.59749, 47.67695,
961, 55.65967, 60.91351, 70.3378, 76.5941, 84.83038, 89.95026,
962, 100.0336, 109.1674, 119.0076, 127.9118, 134.4652, 142.9424,
963, 149.6433, 160.9531, 167.3366, 173.3464, 180.4378, 190.1826,
964, 198.4793, 204.653, 215.1035, 223.1209, 230.0561, 237.9568,
965, 246.6635, 257.3665, 258.7776, 262.773, 274.044, 280.9205,
966, 290.3091, 301.4061, 308.6407, 320.4348, 327.0271, 335.6201,
967, 341.8438, 348.0826, 356.6846, 361.6917, 372.5791, 376.8077,
968, 386.8069, 397.3727, 405.1924, 415.706, 423.6634, 430.7716,
969, 437.4705, 439.7282, 449.9958, 458.8156, 468.5835, 478.0592,
970, 485.8341, 494.522, 502.0275, 513.9847, 516.4642, 525.3936,
971, 532.5442, 540.0883, 549.1262, 554.7067, 563.0797, 570.5936,
972, 582.502, 591.8098, 599.0636, 609.1195, 614.6915, 621.9774,
973, 626.6934, 636.2173, 4.300149, 17.26465, 22.39066, 31.07291,
974, 39.26705, 47.83111, 55.8271, 62.25482, 69.51788, 75.54607,
975, 82.72822, 89.64801, 99.45556, 107.9748, 117.7334, 128.0753,
976, 135.5833, 144.7615, 151.2707, 161.1579, 167.2813, 174.0196,
977, 180.8648, 191.7998, 200.7209, 204.4426, 215.6443, 221.6225,
978, 230.4263, 238.2952, 242.8739, 255.577, 258.826, 265.2758,
979, 275.7964, 281.8422, 291.5068, 302.6053, 310.2767, 320.8591,
980, 327.4078, 336.8422, 342.6672, 348.3244, 356.3978, 360.1903,
981, 373.1007, 375.284, 386.2412, 395.7192, 403.3655, 417.0316,
982, 424.8534, 431.7851, 439.1865, 441.2815, 452.7496, 459.745,
983, 469.8155, 479.0143, 487.5162, 496.4371, 504.3067, 513.8157,
984, 518.3176, 526.2593, 532.5912, 541.0344, 552.4976, 554.0453,
985, 562.5829, 570.1407, 581.9501, 589.7343, 597.5146, 609.1956,
986, 614.9861, 621.2556, 626.543, 635.6545, 4.709993, 17.00717,
987, 22.50797, 31.23239, 39.9517, 48.35947, 55.47085, 62.83927,
988, 69.81282, 76.17385, 84.52965, 90.65833, 100.6297, 108.9081,
989, 117.8378, 128.3905, 136.0682, 145.1915, 152.0974, 161.2987,
990, 167.7396, 175.0995, 181.7698, 192.2314, 199.6051, 204.9296,
991, 213.218, 221.0157, 228.6924, 238.3575, 242.9451, 253.0059,
992, 260.8787, 266.9888, 276.3487, 282.1154, 292.1889, 302.9497,
993, 311.0041, 320.8399, 326.9852, 336.0039, 342.5966, 348.7703,
994, 357.4651, 359.0424, 373.2812, 376.7936, 388.9546, 398.0858,
995, 405.5387, 417.3552, 425.6063, 432.8357, 440.375, 442.6153,
996, 453.2254, 459.3537, 468.6146, 477.3487, 485.7239, 495.5863,
997, 504.1366, 512.8412, 519.3569, 527.0486, 532.8793, 540.647,
998, 552.6746, 554.8223, 561.3885, 571.2435, 582.4321, 591.2599,
999, 599.8826, 610.2818, 614.6986, 621.9564, 625.7238, 632.4084,
1000, 7.533065, 18.00511, 24.26448, 32.99722, 41.4073, 49.41311,
1001, 55.88956, 63.56318, 70.63377, 77.12613, 86.063, 93.72713,
1002, 103.86, 112.4099, 120.9742, 129.7854, 137.1825, 145.5996,
1003, 152.8068, 161.4694, 168.5032, 175.7428, 182.8388, 192.6621,
1004, 200.2852, 207.4134, 212.5351, 222.2073, 230.6586, 238.5724,
1005, 245.2747, 254.7368, 261.8232, 269.8552, 277.8207, 284.7965,
1006, 294.8538, 304.3631, 311.972, 321.1032, 327.2579, 336.5038,
1007, 341.2207, 346.7294, 359.5136, 364.8965, 374.2695, 380.4741,
1008, 390.7735, 399.7253, 406.1138, 417.3495, 425.4187, 432.7632,
1009, 440.2628, 445.8406, 455.0908, 461.1998, 470.3287, 478.5799,
1010, 486.7382, 496.015, 504.3666, 514.1113, 520.8342, 528.6693,
1011, 535.1494, 540.7427, 552.4532, 555.0676, 561.5287, 569.6184,
1012, 581.5844, 591.3493, 600.2739, 610.5028, 617.364, 623.7255,
1013, 626.8525, 633.2647, 5.749859, 15.74715, 19.81454, 28.89045,
1014, 38.35122, 45.76192, 51.22438, 58.51359, 67.7231, 74.02309,
1015, 83.10708, 90.82794, 99.09336, 107.7922, 117.1508, 126.5908,
1016, 133.696, 141.9187, 149.6444, 158.9032, 165.4352, 172.528,
1017, 179.4739, 189.697, 196.4001, 204.7744, 211.0593, 219.5827,
1018, 228.5028, 236.8624, 243.9319, 252.529, 260.3785, 267.7323,
1019, 275.2634, 282.3426, 291.5153, 300.5341, 307.0395, 316.5569,
1020, 325.1874, 334.6582, 339.1439, 345.662, 355.1115, 361.3837,
1021, 370.0026, 376.4489, 386.4329, 395.2624, 402.0761, 414.0018,
1022, 421.9922, 429.7962, 437.5622, 442.7534, 451.0606, 455.6405,
1023, 466.3072, 474.7524, 484.3731, 494.2471, 502.7088, 512.3553,
1024, 517.2317, 525.2314, 532.8369, 538.5436, 547.532, 554.5955,
1025, 565.0868, 571.9516, 582.6235, 591.3131, 599.6824, 609.9896,
1026, 617.0781, 622.8956, 627.6763, 635.1644, 6.806043, 14.5642,
1027, 18.57575, 28.63444, 38.5219, 45.14957, 50.28045, 57.18504,
1028, 66.25188, 73.09548, 82.79427, 91.38441, 100.1605, 109.2941,
1029, 118.1054, 126.7816, 133.3424, 140.9648, 149.0789, 158.3744,
1030, 164.9479, 171.6195, 179.6266, 190.423, 196.4161, 203.8751,
1031, 211.0475, 220.2502, 228.8124, 237.1492, 244.1365, 252.4126,
1032, 260.7578, 267.6201, 274.6555, 283.6634, 292.0399, 300.8474,
1033, 307.3983, 315.0546, 324.1938, 332.9424, 339.0797, 348.4483,
1034, 355.8159, 362.7778, 371.3383, 379.7722, 388.1864, 395.9525,
1035, 403.2735, 413.3349, 420.4101, 427.4372, 436.4301, 444.4162,
1036, 452.6928, 457.4407, 468.291, 475.9513, 485.675, 495.5264,
1037, 503.9477, 514.1552, 518.9655, 524.5569, 533.7087, 536.7695,
1038, 545.0335, 551.5837, 560.8322, 568.3785, 579.5687, 590.3974,
1039, 598.864, 609.6366, 614.5895, 621.5696, 626.9461, 635.1513,
1040, 6.057182, 12.63516, 16.51749, 26.27086, 36.99436, 44.09994,
1041, 50.89435, 57.04696, 68.60246, 75.55765, 83.58121, 92.37431,
1042, 100.8163, 109.3984, 118.9721, 127.7723, 132.9368, 140.5081,
1043, 147.7725, 157.0427, 163.7148, 170.2499, 179.6647, 191.1016,
1044, 197.3014, 202.1943, 206.9072, 219.8884, 227.5238, 235.104,
1045, 242.3211, 251.3214, 260.3121, 268.1753, 272.9617, 281.2952,
1046, 290.8433, 297.7563, 305.2752, 317.947, 324.4308, 328.2278,
1047, 338.8046, 348.1486, 357.3878, 362.9575, 371.201, 379.3768,
1048, 388.715, 394.5701, 401.6029, 413.2677, 419.2108, 427.5435,
1049, 436.7196, 444.1877, 455.2831, 460.4675, 467.5972, 472.7019,
1050, 483.8389, 494.2158, 503.4622, 514.0692, 518.4455, 522.3069,
1051, 532.4738, 538.4597, 546.3801, 553.0605, 562.8263, 570.415,
1052, 580.7728, 591.3171, 600.0294, 610.0247, 612.0764, 618.9303,
1053, 627.3124, 636.4404, 5.867963, 12.81227, 17.55629, 26.75798,
1054, 36.52826, 43.88852, 51.58634, 58.66545, 70.18356, 77.91631,
1055, 85.87679, 94.43497, 102.5773, 110.2021, 119.8727, 128.4465,
1056, 134.88, 142.071, 148.7921, 157.6378, 163.6273, 170.9671,
1057, 180.9159, 192.9933, 195.9949, 201.0518, 208.4685, 219.633,
1058, 227.6981, 235.821, 243.2934, 251.4776, 259.8393, 268.0663,
1059, 274.3152, 283.8288, 294.4015, 299.9757, 305.7379, 316.5498,
1060, 324.2462, 329.2655, 339.651, 348.2155, 355.7539, 361.7721,
1061, 371.1254, 380.0174, 390.3559, 397.7999, 405.1354, 413.3384,
1062, 419.6859, 429.5664, 440.9533, 444.0134, 452.5115, 460.057,
1063, 469.7708, 474.9262, 486.0583, 495.8501, 504.1755, 514.1339,
1064, 517.3925, 522.6433, 531.1526, 538.9427, 546.7888, 554.9625,
1065, 564.588, 573.3157, 583.3478, 591.5533, 599.8837, 609.8341,
1066, 612.8173, 620.6075, 628.675, 636.9442, 5.833735, 11.92999,
1067, 20.86219, 27.36074, 34.54812, 43.01881, 52.25532, 59.20425,
1068, 66.10983, 75.30782, 82.74281, 90.19961, 100.0031, 106.9231,
1069, 114.1433, 122.2182, 131.7337, 138.9278, 146.8703, 153.5955,
1070, 163.1656, 171.1179, 178.1612, 187.1588, 195.1658, 201.9056,
1071, 210.7935, 219.0357, 226.5673, 236.4244, 242.303, 250.3638,
1072, 261.0806, 268.202, 276.0781, 282.0494, 297.8184, 302.1005,
1073, 311.9915, 314.797, 318.7102, 331.3484, 346.4124, 350.1974,
1074, 350.8723, 361.7196, 372.7766, 381.7146, 388.4983, 395.198,
1075, 402.8665, 410.3693, 418.5722, 426.9283, 437.4392, 445.913,
1076, 450.5378, 459.178, 470.3869, 474.0405, 481.476, 492.1968,
1077, 502.6115, 508.5573, 514.8298, 526.1201, 531.1871, 538.9325,
1078, 546.1714, 561.2767, 565.4835, 571.5978, 575.863, 585.4466,
1079, 595.4552, 607.6834, 613.7456, 618.6584, 627.5707, 636.4462,
1080, 5.70646, 10.39453, 19.70368, 27.86461, 35.10361, 43.07879,
1081, 51.94347, 59.39034, 67.29707, 75.13694, 83.21146, 91.1726,
1082, 99.12237, 107.292, 115.1214, 123.1398, 131.4819, 138.6853,
1083, 147.3634, 154.6469, 161.6218, 171.7665, 178.2384, 186.652,
1084, 194.9227, 201.9203, 210.0573, 218.5501, 226.5839, 234.8876,
1085, 241.9639, 251.9296, 261.6254, 267.2069, 274.606, 281.835,
1086, 296.0573, 302.7106, 307.83, 314.5111, 321.6299, 332.4125,
1087, 345.7854, 349.6666, 351.8151, 359.0481, 370.9833, 379.9474,
1088, 386.155, 393.8005, 401.8804, 409.6621, 419.8333, 427.2754,
1089, 438.0269, 446.0284, 449.9817, 455.8307, 466.881, 473.9371,
1090, 482.7704, 490.8952, 501.0989, 507.9751, 514.0778, 527.1111,
1091, 531.2816, 539.1435, 545.4497, 559.743, 564.5906, 569.8818,
1092, 577.5083, 584.7542, 593.5606, 601.8522, 612.1461, 619.9938,
1093, 627.6207, 636.8413, 4.688183, 13.56793, 20.52154, 28.78267,
1094, 34.83456, 43.07188, 52.68134, 59.74589, 66.48392, 75.19841,
1095, 83.94973, 89.83537, 100.8356, 108.2653, 114.2551, 122.4282,
1096, 131.6337, 138.5443, 146.6935, 155.1429, 162.362, 171.7898,
1097, 178.0729, 187.6723, 195.5252, 202.5549, 209.4865, 219.2265,
1098, 227.5897, 232.4863, 240.5141, 256.6834, 262.4963, 266.9096,
1099, 273.6404, 281.0478, 291.288, 304.1086, 309.1725, 312.3221,
1100, 321.8933, 333.983, 345.8497, 349.0082, 351.4555, 360.162,
1101, 370.872, 378.7659, 386.6322, 394.6836, 403.841, 409.6872,
1102, 418.7946, 427.5954, 438.8676, 445.7354, 450.4093, 457.6007,
1103, 467.3035, 478.679, 486.3852, 489.6887, 500.0299, 510.6658,
1104, 514.2051, 525.0275, 530.9673, 541.1539, 546.0052, 555.5225,
1105, 563.3562, 572.8793, 579.9064, 585.678, 593.3689, 602.025,
1106, 611.1219, 621.406, 628.2228, 637.2832, 5.503839, 14.89312,
1107, 19.75623, 29.83292, 34.45396, 43.64936, 51.44182, 60.62907,
1108, 66.46159, 75.13721, 83.62341, 91.45494, 100.1189, 106.5027,
1109, 115.1964, 123.9307, 131.6794, 138.235, 147.1785, 155.28,
1110, 163.5865, 171.4043, 178.6314, 188.3419, 195.2089, 202.3975,
1111, 210.5256, 219.4297, 227.4431, 231.9704, 240.3815, 256.1603,
1112, 261.3217, 267.3171, 273.8552, 280.9908, 288.8442, 302.5397,
1113, 309.0779, 315.5568, 324.6237, 332.7354, 342.9198, 349.3703,
1114, 352.7786, 358.3116, 370.9445, 378.6607, 387.1456, 396.4579,
1115, 405.0266, 409.1867, 418.9013, 426.0993, 436.3385, 443.5833,
1116, 450.3568, 458.8935, 467.3828, 477.0354, 487.5057, 495.5197,
1117, 498.8239, 507.5477, 515.1597, 522.5781, 530.8142, 541.4484,
1118, 546.5441, 555.2763, 563.5741, 571.6032, 579.3282, 586.2148,
1119, 593.6613, 602.4527, 610.8369, 622.2135, 628.1252, 637.8276,
1120, 5.279708, 12.79393, 20.55954, 28.63907, 35.83161, 44.11398,
1121, 52.31559, 60.81047, 67.2619, 75.42171, 83.81569, 91.66106,
1122, 100.0924, 107.4032, 115.1802, 123.4367, 131.1074, 139.0993,
1123, 149.0226, 153.9154, 163.4452, 172.3177, 178.8465, 188.0473,
1124, 195.556, 201.9877, 210.5462, 218.2101, 226.7565, 232.3761,
1125, 242.8122, 256.6613, 261.48, 266.8412, 273.6556, 282.131,
1126, 287.7629, 300.4943, 312.9355, 317.0543, 329.4001, 331.7302,
1127, 335.6533, 349.6835, 352.9962, 359.7248, 370.2897, 378.4584,
1128, 386.3348, 397.1039, 405.4939, 410.5266, 422.9103, 427.405,
1129, 434.3363, 442.0863, 450.8117, 459.4323, 467.2863, 475.131,
1130, 486.4497, 497.7624, 498.9869, 506.1198, 514.5874, 520.8073,
1131, 531.5553, 542.1336, 546.9309, 555.3336, 561.8776, 569.7101,
1132, 578.3264, 586.6557, 594.3077, 602.8776, 610.2407, 620.8078,
1133, 629.031, 638.5057, 5.736693, 10.89817, 20.72948, 28.85768,
1134, 36.18401, 43.71458, 51.67137, 59.80908, 66.99364, 74.82402,
1135, 83.5711, 90.67808, 100.4791, 107.3086, 116.5307, 123.0968,
1136, 129.3744, 140.0297, 150.1732, 153.4016, 162.9114, 171.6975,
1137, 179.522, 187.7774, 195.2545, 202.7208, 210.3488, 217.994,
1138, 226.0575, 233.3838, 243.3032, 255.9821, 261.2693, 267.0839,
1139, 274.9461, 282.4508, 287.5222, 302.131, 310.8239, 316.7033,
1140, 327.1287, 332.3511, 335.2045, 349.2549, 354.1536, 360.5476,
1141, 370.3438, 378.6166, 386.971, 399.765, 404.3541, 410.0901,
1142, 421.9438, 427.2643, 433.1403, 441.0901, 450.2716, 459.8724,
1143, 468.5454, 475.2609, 485.2703, 497.245, 499.4532, 507.8853,
1144, 514.7742, 522.517, 533.2916, 542.9283, 546.2413, 554.251,
1145, 561.7899, 568.0511, 577.1315, 585.9916, 594.4431, 603.6293,
1146, 610.5754, 621.1386, 628.734, 639.0054, 5.655924, 12.32021,
1147, 20.34836, 29.25476, 35.72073, 44.12138, 50.37014, 59.57123,
1148, 67.69157, 75.40128, 84.32063, 90.79453, 100.9444, 107.5237,
1149, 116.2895, 122.2663, 130.9717, 139.4336, 149.2477, 154.0957,
1150, 163.1175, 172.0874, 180.0543, 187.664, 195.4636, 202.7968,
1151, 210.5749, 217.998, 225.1393, 233.2424, 245.8092, 255.429,
1152, 261.9054, 267.7036, 274.9847, 280.8338, 287.5974, 301.9801,
1153, 311.6625, 315.4851, 323.5561, 332.6509, 339.5069, 349.8509,
1154, 352.0559, 360.1843, 370.67, 378.9041, 386.933, 401.2736,
1155, 402.0836, 410.3616, 422.8013, 427.0866, 433.1432, 441.0928,
1156, 449.4577, 459.6734, 468.2152, 474.7319, 484.644, 496.4814,
1157, 499.782, 507.1664, 514.9848, 521.8091, 531.7936, 541.8988,
1158, 546.9483, 554.4048, 562.6042, 568.3674, 577.299, 585.8201,
1159, 594.2316, 603.602, 611.0676, 620.7888, 628.3129, 639.4021,
1160, 5.386328, 12.98611, 20.73306, 29.75996, 35.42996, 43.90838,
1161, 50.96924, 58.71122, 67.91245, 75.04173, 83.76356, 90.93693,
1162, 99.68031, 107.9557, 116.4342, 122.3335, 131.5577, 138.6683,
1163, 147.8003, 155.4151, 163.4763, 171.9037, 179.1688, 186.8027,
1164, 197.0367, 203.8745, 210.699, 218.1274, 225.2242, 233.3986,
1165, 247.6497, 255.6134, 260.4246, 267.5032, 274.9498, 280.5047,
1166, 288.4202, 302.5517, 309.4886, 314.872, 322.9882, 331.3667,
1167, 344.5326, 349.477, 351.4436, 361.4719, 370.3887, 379.8931,
1168, 387.978, 400.4875, 405.4068, 413.3249, 422.4918, 427.4798,
1169, 432.6458, 441.6152, 450.359, 460.4214, 467.9527, 474.6114,
1170, 483.8048, 491.6755, 501.3287, 506.8643, 514.6565, 522.7244,
1171, 531.1707, 539.9432, 545.8403, 554.4619, 563.9426, 568.0971,
1172, 577.0043, 585.7556, 594.0989, 603.9368, 612.1636, 621.1871,
1173, 628.2521, 638.8871, 5.492846, 13.23914, 20.27077, 28.62437,
1174, 36.16634, 44.89456, 50.13514, 58.79836, 68.40715, 75.26227,
1175, 83.33244, 91.84534, 99.94551, 107.9464, 115.3231, 122.9053,
1176, 130.2871, 140.2665, 147.8917, 155.4374, 163.0809, 171.2413,
1177, 179.2901, 186.8641, 196.7778, 204.0942, 210.933, 217.5789,
1178, 225.4514, 235.7787, 247.5309, 255.3105, 259.8862, 267.9926,
1179, 274.6648, 281.0318, 288.69, 302.5125, 308.2105, 315.6776,
1180, 321.9604, 330.2639, 342.8522, 348.7973, 353.0689, 363.2451,
1181, 370.7286, 380.2892, 387.7864, 397.5752, 407.6207, 413.73,
1182, 422.9917, 426.1328, 430.5345, 442.1279, 451.3138, 460.8516,
1183, 467.9725, 477.0561, 483.5071, 489.8388, 500.8943, 507.6837,
1184, 515.1184, 524.3264, 531.7124, 539.7784, 547.9429, 555.6779,
1185, 562.6357, 568.5657, 578.2949, 585.9707, 594.3903, 604.4915,
1186, 611.6209, 620.4667, 628.3369, 638.3087, 5.508337, 11.8856,
1187, 21.48817, 28.36406, 35.33831, 43.54995, 50.94558, 59.08965,
1188, 67.76315, 75.50353, 83.85528, 91.5245, 98.75465, 107.8116,
1189, 115.1647, 122.7324, 130.7091, 139.9814, 147.1857, 154.9972,
1190, 162.0539, 171.098, 179.4082, 187.4678, 194.972, 203.8357,
1191, 211.329, 217.7622, 225.3011, 237.9385, 247.9886, 253.7112,
1192, 259.8354, 268.4387, 274.451, 280.7633, 288.0651, 298.9395,
1193, 308.3285, 317.0912, 322.3038, 334.8051, 340.7199, 346.9172,
1194, 354.3746, 364.4765, 370.4198, 381.599, 387.791, 397.3201,
1195, 407.373, 412.8037, 421.3756, 426.8429, 433.039, 443.3133,
1196, 451.5595, 459.8245, 467.5734, 476.2725, 483.2429, 490.5273,
1197, 500.6756, 506.9074, 513.9843, 523.7547, 531.8799, 540.6901,
1198, 549.0595, 557.0977, 562.6647, 571.3327, 578.1473, 584.095,
1199, 593.022, 602.9806, 611.4683, 620.754, 628.5411, 638.6868,
1200, 5.405087, 11.59679, 22.51012, 28.51885, 35.01004, 42.67842,
1201, 53.73975, 58.96617, 67.00608, 75.72956, 83.72093, 90.56406,
1202, 98.80577, 108.0985, 115.5211, 122.441, 130.3853, 140.0194,
1203, 146.4534, 155.4821, 162.484, 171.6185, 179.7552, 187.7897,
1204, 194.2272, 204.4511, 211.7291, 218.0629, 224.869, 238.7846,
1205, 248.4689, 253.6694, 260.1333, 268.2244, 274.681, 281.0346,
1206, 288.301, 298.1404, 307.585, 318.147, 323.6565, 334.7484,
1207, 340.6654, 346.3781, 354.1902, 363.9419, 371.961, 380.5766,
1208, 386.9282, 394.7134, 407.309, 411.0075, 419.3446, 426.336,
1209, 434.2538, 443.5452, 451.8604, 459.9022, 468.2208, 475.3925,
1210, 483.9009, 492.3317, 501.0127, 507.0769, 514.6569, 524.1349,
1211, 532.902, 541.119, 548.4152, 559.3068, 561.9274, 569.6996,
1212, 578.4479, 584.4823, 593.6467, 603.5261, 612.7712, 621.3851,
1213, 627.9362, 638.572, 5.476559, 12.86528, 21.91348, 28.8348,
1214, 35.56661, 42.76111, 52.43436, 58.57662, 67.55677, 74.27913,
1215, 83.76268, 90.61284, 99.53256, 107.5605, 113.7228, 122.4233,
1216, 130.5256, 139.1841, 145.5785, 154.5338, 162.7921, 171.1941,
1217, 179.1376, 187.4922, 194.0917, 204.4647, 212.4828, 217.8132,
1218, 224.4683, 239.3907, 248.6709, 253.5423, 260.5909, 267.9529,
1219, 274.9872, 281.3316, 288.3524, 297.9893, 307.5053, 316.6771,
1220, 323.1107, 334.7112, 342.3279, 344.8409, 353.4502, 363.0375,
1221, 374.0165, 380.2905, 387.3691, 393.2822, 406.1563, 410.912,
1222, 421.3772, 426.9973, 434.6957, 443.8305, 452.0164, 460.4615,
1223, 468.9345, 475.7635, 483.6604, 490.8346, 498.0731, 505.8636,
1224, 514.3964, 523.7736, 531.898, 541.1271, 551.4691, 560.2327,
1225, 560.7724, 568.707, 580.3317, 585.8901, 594.198, 603.3449,
1226, 612.4968, 621.4144, 627.7428, 637.6452, 5.44138, 11.78424,
1227, 21.31628, 28.18223, 36.45722, 42.73116, 51.89957, 58.34956,
1228, 67.42265, 74.54057, 83.39646, 90.37072, 99.24229, 107.0675,
1229, 113.5973, 122.9939, 130.5273, 138.6389, 146.1726, 154.9745,
1230, 162.8841, 171.1131, 179.1343, 188.3404, 195.2166, 204.6687,
1231, 213.1403, 217.4939, 225.0977, 239.8854, 247.2358, 253.117,
1232, 260.7518, 268.0936, 275.8583, 282.0343, 288.1796, 297.7533,
1233, 306.1466, 314.6171, 322.7715, 335.9949, 340.8, 346.1384,
1234, 355.0669, 364.3961, 376.9652, 379.263, 384.6475, 391.2349,
1235, 405.1961, 411.8971, 422.9404, 427.72, 433.3462, 444.491,
1236, 452.2654, 460.1776, 468.3412, 475.8461, 483.4174, 490.5273,
1237, 498.0704, 507.0952, 515.3076, 525.2418, 533.2277, 541.9958,
1238, 551.2577, 559.4647, 562.4147, 571.0189, 582.8829, 586.369,
1239, 592.925, 602.4509, 611.0355, 621.5124, 627.9811, 636.5842,
1240, 4.967798, 13.76026, 20.5675, 28.46987, 36.45079, 42.00246,
1241, 52.68097, 58.46666, 66.92696, 75.00183, 83.2068, 90.68617,
1242, 98.62143, 106.4801, 113.8988, 122.2725, 129.7387, 137.8895,
1243, 145.9159, 153.7855, 161.7212, 170.4924, 178.6129, 187.2574,
1244, 194.6837, 205.4073, 212.9768, 217.2823, 226.1073, 240.533,
1245, 246.1514, 252.7076, 260.9301, 267.7918, 276.1728, 282.6718,
1246, 287.9458, 297.7522, 305.0851, 315.5758, 323.2762, 333.5852,
1247, 339.8717, 345.3729, 355.5554, 366.1417, 376.695, 379.2926,
1248, 386.4078, 392.0815, 402.9684, 413.7767, 423.2609, 427.2245,
1249, 433.4833, 443.6068, 451.9597, 460.9061, 468.7375, 475.3489,
1250, 483.1992, 490.1002, 498.4714, 507.268, 514.7823, 525.7565,
1251, 533.5167, 543.4966, 552.9431, 557.3685, 563.5888, 572.3431,
1252, 583.5602, 586.8181, 592.8453, 602.0505, 611.3334, 621.0118,
1253, 628.0182, 636.8777, 5.238579, 14.12222, 20.56771, 28.62742,
1254, 35.71158, 43.53725, 51.74279, 57.2891, 67.11553, 75.33884,
1255, 83.65069, 90.924, 98.4185, 106.8432, 114.9905, 122.5333,
1256, 130.5273, 138.7683, 147.2315, 154.2675, 162.5572, 171.2736,
1257, 178.7706, 187.2257, 195.2827, 205.5247, 212.0576, 216.9613,
1258, 227.0868, 240.5617, 246.6091, 252.7333, 260.9541, 267.3833,
1259, 275.9149, 282.5758, 287.6549, 297.3461, 304.7079, 315.2568,
1260, 322.6869, 331.0201, 339.5544, 347.3817, 355.6178, 367.4746,
1261, 376.1517, 377.9646, 386.4412, 393.3295, 402.3996, 414.9232,
1262, 421.6684, 427.4637, 435.6765, 443.2654, 451.5301, 459.8699,
1263, 467.6587, 475.0625, 483.7906, 490.4224, 499.0848, 506.5218,
1264, 514.7996, 525.7198, 532.8548, 543.8329, 551.6533, 555.2037,
1265, 562.4858, 574.3865, 584.2493, 586.1236, 592.7383, 602.5575,
1266, 611.9538, 620.8915, 630.4014, 638.3902, 5.027596, 13.82959,
1267, 20.08464, 27.04293, 36.40948, 43.95221, 50.69986, 58.78723,
1268, 67.17638, 75.55916, 83.29384, 90.81219, 98.68061, 107.2064,
1269, 114.2335, 121.7886, 129.9588, 138.7072, 147.0848, 153.9013,
1270, 162.8155, 171.0808, 178.2831, 187.4069, 195.2637, 205.1257,
1271, 211.3865, 217.3552, 229.0616, 239.9677, 245.4122, 252.8812,
1272, 261.1537, 267.4863, 275.5235, 282.3479, 287.9879, 296.8334,
1273, 304.8669, 314.8848, 322.1641, 330.2103, 340.1131, 347.4313,
1274, 355.4381, 367.31, 375.8661, 377.9149, 387.2859, 393.599,
1275, 403.2147, 414.0182, 421.262, 429.5883, 436.1729, 443.8519,
1276, 451.1019, 459.9702, 467.3356, 474.6575, 484.0434, 491.4256,
1277, 500.1231, 507.3171, 517.0649, 526.9412, 533.0472, 544.137,
1278, 546.447, 555.2592, 563.7144, 576.189, 583.9456, 585.7783,
1279, 595.5027, 601.9689, 612.3938, 620.7529, 630.9277, 637.9934,
